20200731,00,1.93
20200731,01,1.93
20200731,02,1.93
20200731,03,1.91
20200731,04,1.87
20200731,05,2.47
20200731,06,1.78
20200731,07,1.72
20200731,08,1.72
20200731,09,1.74
20200731,10,2.75
20200731,11,3.71
20200731,12,2.13
20200731,13,0.71
20200731,14,0.72
20200731,15,1.02
20200731,16,1.04
20200731,17,2.16
20200731,18,2.68
20200731,19,2.69
20200731,20,3.28
20200731,21,1.73
20200731,22,1.28
20200731,23,1.43
20200801,00,2.43
20200801,01,3.47
20200801,02,2.11
20200801,03,2.41
20200801,04,1.91
20200801,05,2.92
20200801,06,1.79
20200801,07,1.62
20200801,08,1.59
20200801,09,2.09
20200801,10,1.72
20200801,11,1.74
20200801,12,1.83
20200801,13,4.26
20200801,14,1.84
20200801,15,1.15
20200801,16,1.52
20200801,17,1.98
20200801,18,2.61
20200801,19,2.16
20200801,20,1.74
20200801,21,1.57
20200801,22,2.29
20200801,23,1.39
20200802,00,1.43
20200802,01,3.05
20200802,02,1.2
20200802,03,3.28
20200802,04,1.4
20200802,05,1.77
20200802,06,1.04
20200802,07,1.23
20200802,08,1.75
20200802,09,1.36
20200802,10,1.37
20200802,11,1.76
20200802,12,2.48
20200802,13,2.06
20200802,14,2.92
20200802,15,1.82
20200802,16,3.53
20200802,17,2.4
20200802,18,2.11
20200802,19,4.67
20200802,20,4.28
20200802,21,2.79
20200802,22,2.42
20200802,23,2.99
20200803,00,1.97
20200803,01,2.09
20200803,02,2.46
20200803,03,1.55
20200803,04,2.45
20200803,05,1.28
20200803,06,1.28
20200803,07,1.54
20200803,08,1.19
20200803,09,1.21
20200803,10,1.61
20200803,11,2.62
20200803,12,1.31
20200803,13,1.95
20200803,14,2.43
20200803,15,1.58
20200803,16,3.56
20200803,17,1.71
20200803,18,4.27
20200803,19,3.99
20200803,20,1.62
20200803,21,2.23
20200803,22,2.17
20200803,23,1.53
20200804,00,2.9
20200804,01,2.62
20200804,02,1.91
20200804,03,6.03
20200804,04,2.21
20200804,05,2
20200804,06,1.09
20200804,07,1.1
20200804,08,1.08
20200804,09,1.23
20200804,10,1.6
20200804,11,1.39
20200804,12,2.3
20200804,13,3.61
20200804,14,2.99
20200804,15,2.44
20200804,16,2.39
20200804,17,2.58
20200804,18,2.52
20200804,19,2.29
20200804,20,2.25
20200804,21,4.47
20200804,22,2.58
20200804,23,3.64
20200805,00,2.67
20200805,01,2.37
20200805,02,1.68
20200805,03,1.64
20200805,04,2.83
20200805,05,1.29
20200805,06,1.25
20200805,07,1.27
20200805,08,1.83
20200805,09,1.23
20200805,10,1.37
20200805,11,2.25
20200805,12,1.57
20200805,13,1.26
20200805,14,1.74
20200805,15,2.13
20200805,16,1.78
20200805,17,3.01
20200805,18,3.4
20200805,19,4.12
20200805,20,2.95
20200805,21,3.01
20200805,22,2.41
20200805,23,1.94
20200806,00,2.1
20200806,01,1.78
20200806,02,1.57
20200806,03,1.89
20200806,04,1.52
20200806,05,2.6
20200806,06,1.42
20200806,07,1.4
20200806,08,1.37
20200806,09,1.76
20200806,10,2.86
20200806,11,2.61
20200806,12,2.51
20200806,13,2.2
20200806,14,1.8
20200806,15,1.87
20200806,16,3.26
20200806,17,2.04
20200806,18,2.37
20200806,19,2.6
20200806,20,2.71
20200806,21,1.8
20200806,22,2.1
20200806,23,1.35
20200807,00,2.35
20200807,01,1.67
20200807,02,3.72
20200807,03,2.45
20200807,04,2.75
20200807,05,1.45
20200807,06,1.39
20200807,07,1.36
20200807,08,1.85
20200807,09,1.38
20200807,10,2.5
20200807,11,2.48
20200807,12,2.64
20200807,13,2.15
20200807,14,2.44
20200807,15,2.34
20200807,16,1.73
20200807,17,1.85
20200807,18,2.05
20200807,19,2.19
20200807,20,1.65
20200807,21,1.68
20200807,22,1.5
20200807,23,1.32
20200808,00,1.91
20200808,01,1.65
20200808,02,2.97
20200808,03,2.67
20200808,04,3.43
20200808,05,1.8
20200808,06,1.75
20200808,07,1.59
20200808,08,1.71
20200808,09,1.93
20200808,10,1.84
20200808,11,3.49
20200808,12,1.97
20200808,13,2.73
20200808,14,2.8
20200808,15,2.06
20200808,16,3.2
20200808,17,1.94
20200808,18,2.29
20200808,19,3.49
20200808,20,3.74
20200808,21,2.98
20200808,22,2.62
20200808,23,2.03
